Price,Close,Daily Return
Ticker,AAPL,
Date,,
2023-06-06,176.8951873779297,-0.0020603535974798026
2023-06-07,175.52313232421875,-0.007756316460885926
2023-06-08,178.23760986328125,0.01546507006295017
2023-06-09,178.62255859375,0.00215975029492399
2023-06-12,181.41603088378906,0.015638966948135602
2023-06-13,180.9422149658203,-0.0026117643278849023
2023-06-14,181.57395935058594,0.0034914151177212194
2023-06-15,183.60736083984375,0.01119875061672082
2023-06-16,182.53143310546875,-0.005859937910188129
2023-06-20,182.62025451660156,0.00048660885208451354
2023-06-21,181.58384704589844,-0.005675205488276824
2023-06-22,184.58456420898438,0.016525242811534113
2023-06-23,184.2686767578125,-0.0017113427253550029
2023-06-26,182.8769073486328,-0.007552935385805815
2023-06-27,185.63082885742188,0.015058880581018563
2023-06-28,186.8054962158203,0.006327975614980774
2023-06-29,187.14111328125,0.0017966123707726656
2023-06-30,191.46453857421875,0.023102487834787855
2023-07-03,189.9740447998047,-0.00778469885605626
2023-07-05,188.85862731933594,-0.005871420391370785
2023-07-06,189.33241271972656,0.0025086775601175226
2023-07-07,188.217041015625,-0.00589107637767583
2023-07-10,186.1737823486328,-0.010855864357269152
2023-07-11,185.65060424804688,-0.002810159916105781
2023-07-12,187.31875610351562,0.008985437253088202
2023-07-13,188.078857421875,0.004057796102058919
2023-07-14,188.22689819335938,0.000787120750910919
2023-07-17,191.4842987060547,0.017305712116389982
2023-07-18,191.2276153564453,-0.0013404929351591433
2023-07-19,192.57992553710938,0.00707173060827726
2023-07-20,190.6353759765625,-0.01009736375753334
2023-07-21,189.4607391357422,-0.006161693939558899
2023-07-24,190.26026916503906,0.004220030138930575
2023-07-25,191.11903381347656,0.004513630997192486
2023-07-26,191.98768615722656,0.004545085470648358
2023-07-27,190.72421264648438,-0.006581013272421443
2023-07-28,193.30052185058594,0.013508034288634674
2023-07-31,193.91250610351562,0.0031659731027664506
2023-08-01,193.0833282470703,-0.004276041154368193
2023-08-02,190.09249877929688,-0.015489837962324504
2023-08-03,188.70071411132812,-0.0073216180380933915
2023-08-04,179.63925170898438,-0.04802028675417591
2023-08-07,176.5398406982422,-0.017253528843257704
2023-08-08,177.4775390625,0.0053115396533103265
2023-08-09,175.8883819580078,-0.00895413083191643
2023-08-10,175.6711883544922,-0.0012348376913687842
2023-08-11,175.73048400878906,0.00033753773087252803
2023-08-14,177.38113403320312,0.009393077323633259
2023-08-15,175.39442443847656,-0.011200230540609146
2023-08-16,174.524658203125,-0.0049589161008744
2023-08-17,171.9844512939453,-0.014555002916683546
2023-08-18,172.46876525878906,0.002816033433254983
2023-08-21,173.80307006835938,0.007736501201061952
2023-08-22,175.17697143554688,0.007904931521906411
2023-08-23,179.0219268798828,0.02194897772707871
2023-08-24,174.33685302734375,-0.026170391159305195
2023-08-25,176.541015625,0.012643124843549458
2023-08-28,178.10269165039062,0.008845967153082723
2023-08-29,181.98716735839844,0.021810314442821
2023-08-30,185.4762725830078,0.01917225964475877
2023-08-31,185.69375610351562,0.0011725678841776332
2023-09-01,187.26531982421875,0.008463201745065874
2023-09-05,187.50254821777344,0.001266803665395111
2023-09-06,180.7911834716797,-0.035793458861683725
2023-09-07,175.50318908691406,-0.029249182859594325
2023-09-08,176.115966796875,0.003491547436539566
2023-09-11,177.28233337402344,0.006622719100157992
2023-09-12,174.25778198242188,-0.01706064746576008
2023-09-13,172.19198608398438,-0.01185482722743414
2023-09-14,173.7042694091797,0.008782541856841686
2023-09-15,172.9827117919922,-0.00415394290331339
2023-09-18,175.90841674804688,0.016913279516468593
2023-09-19,176.99571228027344,0.006181031881970167
2023-09-20,173.45712280273438,-0.01999251525333956
2023-09-21,171.91522216796875,-0.008889232162112903
2023-09-22,172.76524353027344,0.00494442174221299
2023-09-25,174.0403289794922,0.007380451201663751
2023-09-26,169.96804809570312,-0.02339848992280924
2023-09-27,168.45574951171875,-0.008897546338432094
2023-09-28,168.71275329589844,0.0015256456661445483
2023-09-29,169.2267303466797,0.003046462349409973
2023-10-02,171.7373046875,0.014835566081535356
2023-10-03,170.40292358398438,-0.007769896621725336
2023-10-04,171.6483612060547,0.007308780834716755
2023-10-05,172.8838653564453,0.007197879092521342
2023-10-06,175.43399047851562,0.014750509637279086
2023-10-09,176.91661071777344,0.008451157242754359
2023-10-10,176.32354736328125,-0.0033522197383617502
2023-10-11,177.7172088623047,0.007904001024616747
2023-10-12,178.61671447753906,0.005061443520257614
2023-10-13,176.7782440185547,-0.01029282429901357
2023-10-16,176.64971923828125,-0.0007270395799380269
2023-10-17,175.097900390625,-0.008784722978036674
2023-10-18,173.80307006835938,-0.007394893481743603
2023-10-19,173.42750549316406,-0.0021608627226642474
2023-10-20,170.87738037109375,-0.014704271475385
2023-10-23,170.99595642089844,0.0006939247871613485
2023-10-24,171.430908203125,0.0025436378223819833
2023-10-25,169.11801147460938,-0.013491713674964156
2023-10-26,164.95675659179688,-0.024605628025831217
2023-10-27,166.2713623046875,0.00796939598020674
2023-10-30,168.3173828125,0.012305309101053874
2023-10-31,168.7918243408203,0.00281873161519397
2023-11-01,171.95474243164062,0.018738573998902996
2023-11-02,175.51307678222656,0.020693435378791758
2023-11-03,174.60372924804688,-0.00518108138066542
2023-11-06,177.15380859375,0.01460495349489599
2023-11-07,179.7138214111328,0.014450791872352209
2023-11-08,180.77142333984375,0.005884922597530595
2023-11-09,180.29698181152344,-0.0026245383233409747
2023-11-10,184.4834747314453,0.02321998337331177
2023-11-13,182.8999786376953,-0.008583403451475013
2023-11-14,185.5128173828125,0.014285615365176918
2023-11-15,186.07691955566406,0.0030407719574843117
2023-11-16,187.7594757080078,0.009042261428024334
2023-11-17,187.73965454101562,-0.00010556679985096462
2023-11-20,189.4815673828125,0.009278342639201576
2023-11-21,188.6798858642578,-0.0042309208733483095
2023-11-22,189.343017578125,0.0035145861511929333
2023-11-24,188.01681518554688,-0.007004231840928132
2023-11-27,187.83863830566406,-0.0009476645996102651
2023-11-28,188.44235229492188,0.0032140032248073602
2023-11-29,187.42295837402344,-0.005409579685691002
2023-11-30,187.9969940185547,0.003062781899887179
2023-12-01,189.2737274169922,0.006791243685053239
2023-12-04,187.4823455810547,-0.009464503396136359
2023-12-05,191.4313201904297,0.021063181160530853
2023-12-06,190.34262084960938,-0.005687153699495462
2023-12-07,192.27259826660156,0.010139491661812716
2023-12-08,193.69778442382812,0.007412320684668794
2023-12-11,191.19378662109375,-0.012927343542842973
2023-12-12,192.70806884765625,0.00792014350112491
2023-12-13,195.9246368408203,0.016691402764805296
2023-12-14,196.07310485839844,0.0007577812569776743
2023-12-15,195.5386505126953,-0.002725791209809758
2023-12-18,193.87591552734375,-0.008503357167454761
2023-12-19,194.91513061523438,0.005360207249383908
2023-12-20,192.82684326171875,-0.01071382886964245
2023-12-21,192.67837524414062,-0.0007699551321109777
2023-12-22,191.60948181152344,-0.005547552657441779
2023-12-26,191.06512451171875,-0.0028409726630341803
2023-12-27,191.1641082763672,0.0005180629636172274
2023-12-28,191.58966064453125,0.0022261101835541197
2023-12-29,190.5504608154297,-0.005424091392017494
