Price,Close,Daily Return
Ticker,AAPL,
Date,,
2023-01-03,123.09603118896484,
2023-01-04,124.36567687988281,0.010314269913129337
2023-01-05,123.04679870605469,-0.010604840555018646
2023-01-06,127.5741958618164,0.036794107635235385
2023-01-09,128.09584045410156,0.004088950659349555
2023-01-10,128.6666717529297,0.004456282864490513
2023-01-11,131.38314819335938,0.021112510360460357
2023-01-12,131.3043975830078,-0.000599396584984091
2023-01-13,132.63307189941406,0.010119038972524086
2023-01-17,133.79446411132812,0.008756430016148897
2023-01-18,133.07598876953125,-0.005369993045445054
2023-01-19,133.1350555419922,0.0004438574757708036
2023-01-20,135.6939697265625,0.01922043878040225
2023-01-23,138.8828887939453,0.023500816387115986
2023-01-24,140.28045654296875,0.010062922518100592
2023-01-25,139.6210174560547,-0.004700862138355522
2023-01-26,141.68788146972656,0.014803387422115177
2023-01-27,143.62680053710938,0.013684438268611432
2023-01-30,140.7430419921875,-0.0200781367693057
2023-01-31,142.01263427734375,0.009020639792812757
2023-02-01,143.13465881347656,0.007900878269334388
2023-02-02,148.4396209716797,0.03706273660187498
2023-02-03,152.06155395507812,0.024400041981307963
2023-02-06,149.3352508544922,-0.017928944099777744
2023-02-07,152.20913696289062,0.01924452593713899
2023-02-08,149.52224731445312,-0.017652617326728404
2023-02-09,148.4888153076172,-0.006911560155075658
2023-02-10,148.85353088378906,0.002456182140158525
2023-02-13,151.65298461914062,0.01880676742251497
2023-02-14,151.0122528076172,-0.004224986492237903
2023-02-15,153.1118621826172,0.013903569650568715
2023-02-16,151.51498413085938,-0.010429486187381154
2023-02-17,150.37158203125,-0.007546462194272796
2023-02-21,146.35968017578125,-0.026679920509415145
2023-02-22,146.78350830078125,0.0028957983817057276
2023-02-23,147.26651000976562,0.003290572044337692
2023-02-24,144.61492919921875,-0.018005321171602695
2023-02-27,145.80767822265625,0.008247758582341058
2023-02-28,145.304931640625,-0.003448011710765475
2023-03-01,143.23492431640625,-0.014245953670302014
2023-03-02,143.8263702392578,0.004129201908502855
2023-03-03,148.8732452392578,0.03509005331640114
2023-03-06,151.63327026367188,0.01853942943191944
2023-03-07,149.4351348876953,-0.01449639232969302
2023-03-08,150.68699645996094,0.008377290743615484
2023-03-09,148.43954467773438,-0.01491470289424568
2023-03-10,146.37939453125,-0.013878715075265169
2023-03-13,148.32125854492188,0.013265965608686203
2023-03-14,150.41099548339844,0.014089261101055461
2023-03-15,150.80526733398438,0.002621296729795608
2023-03-16,153.62440490722656,0.018693893277604845
2023-03-17,152.78656005859375,-0.005453852525181713
2023-03-20,155.15228271484375,0.015483840040267483
2023-03-21,157.00543212890625,0.011944067993304497
2023-03-22,155.57615661621094,-0.00910335071414492
2023-03-23,156.6604461669922,0.006969509816700636
2023-03-24,157.9615936279297,0.008305526332732072
2023-03-27,156.0197296142578,-0.012293266793989344
2023-03-28,155.39874267578125,-0.0039801821219142
2023-03-29,158.4741668701172,0.019790534603953747
2023-03-30,160.04148864746094,0.009890077406927267
2023-03-31,162.54519653320312,0.015644117702862337
2023-04-03,163.79705810546875,0.007701621450314056
2023-04-04,163.2647705078125,-0.003249677398439621
2023-04-05,161.4214630126953,-0.011290295446983678
2023-04-06,162.30860900878906,0.005495836672128052
2023-04-10,159.71617126464844,-0.015972275038104944
2023-04-11,158.5037384033203,-0.007591171587247314
2023-04-12,157.81375122070312,-0.0043531287625625525
2023-04-13,163.19577026367188,0.034103612653132886
2023-04-14,162.85076904296875,-0.00211403285848466
2023-04-17,162.8704833984375,0.0001210577977899252
2023-04-18,164.09275817871094,0.007504581276911448
2023-04-19,165.23619079589844,0.006968208895252959
2023-04-20,164.27017211914062,-0.00584628992053593
2023-04-21,162.6634979248047,-0.00978068126190712
2023-04-24,162.9690399169922,0.0018783685097485403
2023-04-25,161.4313507080078,-0.009435468293656268
2023-04-26,161.4214630126953,-6.125015537028489e-05
2023-04-27,166.0050506591797,0.028395156139328748
2023-04-28,167.25692749023438,0.00754119724721436
2023-05-01,167.16822814941406,-0.0005303178896759464
2023-05-02,166.13320922851562,-0.006191481074820926
2023-05-03,165.05877685546875,-0.0064672943960830676
2023-05-04,163.4224853515625,-0.009913386825464277
2023-05-05,171.09140014648438,0.046926925498802285
2023-05-08,171.0223846435547,-0.00040338382215932
2023-05-09,169.3170928955078,-0.009971161094502579
2023-05-10,171.08151245117188,0.010420799964673044
2023-05-11,171.26881408691406,0.0010948093283640326
2023-05-12,170.3409423828125,-0.005417633730042004
2023-05-15,169.84739685058594,-0.002897398155267905
2023-05-16,169.84739685058594,0.0
2023-05-17,170.45941162109375,0.0036033214630082355
2023-05-18,172.7889404296875,0.013666178865922252
2023-05-19,172.8975067138672,0.0006283173211762971
2023-05-22,171.94989013671875,-0.005480799550896198
2023-05-23,169.34397888183594,-0.015155062052152668
2023-05-24,169.62034606933594,0.001631987091155196
2023-05-25,170.75552368164062,0.006692461362156843
2023-05-26,173.1639862060547,0.014104741518666364
2023-05-30,175.00985717773438,0.010659670131889953
2023-05-31,174.96051025390625,-0.00028196653962186957
2023-06-01,177.76382446289062,0.016022553917544924
2023-06-02,178.61270141601562,0.0047753076627927715
2023-06-05,177.26040649414062,-0.0075711016694456346
